cdf_metadata_type	character_num	dimension	cdf_variable_type	OOOOO	data_product_name	parameter_key	units	units_conversion	name	description	measurement_type	parameter_keyword	type	quantity	qualifier	instrument_id_000	instrument_id_001	coordinate_system_name	coordinate_representation	element__name_0	element__name_1	element__name_2	element__name_3
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v1_epoch	ns	1.0e-9&gt;s	Epoch Time, TT2000, DFB, V1 DC Waveform, LG	Epoch Time Tags in Terrestrial Time 2000, TT2000, for Digital Filter Bank, DFB, V1 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V1dc	V		DFB, V1 DC Waveform, LG	Digital Filter Bank, DFB, V1 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v1_pkt_timestamp	ns	1.0e-9&gt;s	Packet Timestamp, DFB, V1 DC Waveform, LG	Packet Timestamp, for Digital Filter Bank, DFB, V1 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V1dc_sample_rate	s^-1		Sample Rate, DFB, V1 DC Waveform, LG	Sample Rate assigned to Digital Filter Bank, DFB, V1 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v2_epoch	ns	1.0e-9&gt;s	Epoch Time, TT2000, DFB, V2 DC Waveform, LG	Epoch Time Tags in Terrestrial Time 2000, TT2000, for Digital Filter Bank, DFB, V2 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V2dc	V		DFB, V2 DC Waveform, LG	Digital Filter Bank, DFB, V2 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v2_pkt_timestamp	ns	1.0e-9&gt;s	Packet Timestamp, DFB, V2 DC Waveform, LG	Packet Timestamp, for Digital Filter Bank, DFB, V2 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V2dc_sample_rate	s^-1		Sample Rate, DFB, V2 DC Waveform, LG	Sample Rate assigned to Digital Filter Bank, DFB, V2 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v3_epoch	ns	1.0e-9&gt;s	Epoch Time, TT2000, DFB, V3 DC Waveform, LG	Epoch Time Tags in Terrestrial Time 2000, TT2000, for Digital Filter Bank, DFB, V3 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V3dc	V		DFB, V3 DC Waveform, LG	Digital Filter Bank, DFB, V3 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v3_pkt_timestamp	ns	1.0e-9&gt;s	Packet Timestamp, DFB, V3 DC Waveform, LG	Packet Timestamp, for Digital Filter Bank, DFB, V3 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V3dc_sample_rate	s^-1		Sample Rate, DFB, V3 DC Waveform, LG	Sample Rate assigned to Digital Filter Bank, DFB, V3 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v4_epoch	ns	1.0e-9&gt;s	Epoch Time, TT2000, DFB, V4 DC Waveform, LG	Epoch Time Tags in Terrestrial Time 2000, TT2000, for Digital Filter Bank, DFB, V4 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V4dc	V		DFB, V4 DC Waveform, LG	Digital Filter Bank, DFB, V4 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v4_pkt_timestamp	ns	1.0e-9&gt;s	Packet Timestamp, DFB, V4 DC Waveform, LG	Packet Timestamp, for Digital Filter Bank, DFB, V4 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V4dc_sample_rate	s^-1		Sample Rate, DFB, V4 DC Waveform, LG	Sample Rate assigned to Digital Filter Bank, DFB, V4 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v5_epoch	ns	1.0e-9&gt;s	Epoch Time, TT2000, DFB, V5 DC Waveform, LG	Epoch Time Tags in Terrestrial Time 2000, TT2000, for Digital Filter Bank, DFB, V5 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V5dc	V		DFB, V5 DC Waveform, LG	Digital Filter Bank, DFB, V5 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	v5_pkt_timestamp	ns	1.0e-9&gt;s	Packet Timestamp, DFB, V5 DC Waveform, LG	Packet Timestamp, for Digital Filter Bank, DFB, V5 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_FLOAT	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_dfb_wf_V5dc_sample_rate	s^-1		Sample Rate, DFB, V5 DC Waveform, LG	Sample Rate assigned to Digital Filter Bank, DFB, V5 Voltage Sensor, DC Electrical Potential Waveform, Low Gain, LG		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_real_293Hz			Kernel, real, 293 Hz	Digital Filter Kernel, real part, 293 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_imag_293Hz			Kernel, imag, 293 Hz	Digital Filter Kernel, imaginary part, 293 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_real_146Hz			Kernel, real, 146 Hz	Digital Filter Kernel, real part, 146 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_imag_146Hz			Kernel, imag, 146 Hz	Digital Filter Kernel, imaginary part, 146 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_real_73Hz			Kernel, real, 73 Hz	Digital Filter Kernel, real part, 73 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_imag_73Hz			Kernel, imag, 73 Hz	Digital Filter Kernel, imaginary part, 73 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_real_37Hz			Kernel, real, 37 Hz	Digital Filter Kernel, real part, 37 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_imag_37Hz			Kernel, imag, 37 Hz	Digital Filter Kernel, imaginary part, 37 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_real_18Hz			Kernel, real, 18 Hz	Digital Filter Kernel, real part, 18 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_imag_18Hz			Kernel, imag, 18 Hz	Digital Filter Kernel, imaginary part, 18 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_real_9Hz			Kernel, real, 9 Hz	Digital Filter Kernel, real part, 9 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_imag_9Hz			Kernel, imag, 9 Hz	Digital Filter Kernel, imaginary part, 9 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_real_5Hz			Kernel, real, 5 Hz	Digital Filter Kernel, real part, 5 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_imag_5Hz			Kernel, imag, 5 Hz	Digital Filter Kernel, imaginary part, 5 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_real_2Hz			Kernel, real, 2 Hz	Digital Filter Kernel, real part, 2 Hz		support_data											
CDF_DOUBLE	1	1:[2048]	F/T	OOOOO	psp_fld_l2_dfb_wf_vdc	digital_filter_kernel_imag_2Hz			Kernel, imag, 2 Hz	Digital Filter Kernel, imaginary part, 2 Hz		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	epoch_quality_flags	nT/Hz^1/2	1.0e-9&gt;T/Hz^1/2	Epoch Time, TT2000, FIELDS Data Quality Flags	Epoch Time Tags in Terrestrial Time 2000, TT2000, for FIELDS Instrument Suite, Data Quality Flags		support_data											
CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_dfb_wf_vdc	psp_fld_l2_quality_flags			FIELDS Data Quality Flags	FIELDS Instrument Suite, Data Quality Flags		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn_1min	epoch_mag_RTN_1min	ns	1.0e-9&gt;s	epoch_mag_RTN_1min	Time in TT2000 for 1 minute cadence MAG waveform data		support_data											
CDF_REAL4	1	1:[3]	T/T	OOOOO	psp_fld_l2_mag_rtn_1min	psp_fld_l2_mag_RTN_1min	nT	1.0e-9&gt;T	MAG B_RTN	Magnetic field in RTN coordinates (1 minute cadence)		data											
CDF_CHAR	3	1:[3]	F/T	OOOOO	psp_fld_l2_mag_rtn_1min	label_RTN			Labels for B in RTN coordinates	Labels for B in RTN coordinates		metadata											
CDF_INT4	1	1:[3]	F/T	OOOOO	psp_fld_l2_mag_rtn_1min	component_index_RTN			Numerical index for B components in RTN coordinates	Numerical index for B components in RTN coordinates		metadata											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn_1min	epoch_quality_flags	ns	1.0e-9&gt;s	epoch_quality_flags	Time for the FIELDS quality flag		support_data											
CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn_1min	psp_fld_l2_quality_flags			quality_flags	FIELDS quality flag		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn_4_sa_per_cyc	epoch_mag_RTN_4_Sa_per_Cyc	ns	1.0e-9&gt;s	epoch_mag_RTN_4_Sa_per_Cyc	Time in TT2000 for 4 samples per cycle cadence MAG waveform data		support_data											
CDF_REAL4	1	1:[3]	T/T	OOOOO	psp_fld_l2_mag_rtn_4_sa_per_cyc	psp_fld_l2_mag_RTN_4_Sa_per_Cyc	nT	1.0e-9&gt;T	MAG B_RTN	Magnetic field in RTN coordinates (4 samples per cycle cadence)		data											
CDF_CHAR	3	1:[3]	F/T	OOOOO	psp_fld_l2_mag_rtn_4_sa_per_cyc	label_RTN			Labels for B in RTN coordinates	Labels for B in RTN coordinates		metadata											
CDF_INT4	1	1:[3]	F/T	OOOOO	psp_fld_l2_mag_rtn_4_sa_per_cyc	component_index_RTN			Numerical index for B components in RTN coordinates	Numerical index for B components in RTN coordinates		metadata											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn_4_sa_per_cyc	epoch_quality_flags	ns	1.0e-9&gt;s	epoch_quality_flags	Time for the FIELDS quality flag		support_data											
CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn_4_sa_per_cyc	psp_fld_l2_quality_flags			quality_flags	FIELDS quality flag		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn	epoch_mag_RTN	ns	1.0e-9&gt;s	epoch_mag_RTN	Time in TT2000 for full cadence MAG waveform data		support_data											
CDF_REAL4	1	1:[3]	T/T	OOOOO	psp_fld_l2_mag_rtn	psp_fld_l2_mag_RTN	nT	1.0e-9&gt;T	MAG B_RTN	Magnetic field in RTN coordinates (full cadence)		data											
CDF_REAL8	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn	psp_fld_l2_mag_RTN_MET	s		Mission Elapsed Time	Mission Elapsed Time		support_data											
CDF_INT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn	psp_fld_l2_mag_RTN_range			Magnetometer Range	Magnetometer Range (see TEXT)		support_data											
CDF_INT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn	psp_fld_l2_mag_RTN_mode			Magnetometer Mode	Magnetometer Mode		support_data											
CDF_INT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn	psp_fld_l2_mag_RTN_rate			Magnetometer Rate	Magnetometer Rate		support_data											
CDF_INT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn	psp_fld_l2_mag_RTN_packet_index			Magnetometer Packet Index	Magnetometer Packet Index		support_data											
CDF_CHAR	3	1:[3]	F/T	OOOOO	psp_fld_l2_mag_rtn	label_RTN			Labels for B in RTN coordinates	Labels for B in RTN coordinates		metadata											
CDF_INT4	1	1:[3]	F/T	OOOOO	psp_fld_l2_mag_rtn	component_index_RTN			Numerical index for B components in RTN coordinates	Numerical index for B components in RTN coordinates		metadata											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn	epoch_quality_flags	ns	1.0e-9&gt;s	epoch_quality_flags	Time for the FIELDS quality flag		support_data											
CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_rtn	psp_fld_l2_quality_flags			quality_flags	FIELDS quality flag		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc_1min	epoch_mag_SC_1min	ns	1.0e-9&gt;s	epoch_mag_SC_1min	Time in TT2000 for 1 minute cadence MAG waveform data		support_data											
CDF_REAL4	1	1:[3]	T/T	OOOOO	psp_fld_l2_mag_sc_1min	psp_fld_l2_mag_SC_1min	nT	1.0e-9&gt;T	MAG B_SC	Magnetic field in SC coordinates (1 minute cadence)		data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc_1min	epoch_mag_SC_zero	ns	1.0e-9&gt;s	epoch_mag_SC_1	Time in TT2000 for MAG zero data		support_data											
CDF_REAL4	1	2:[3,4]	T/TT	OOOOO	psp_fld_l2_mag_sc_1min	psp_fld_l2_mag_SC_zero			Magnetometer Sensor Zeros (1 min)	Magnetometer sensor zeros for each of 3 axes and 4 measurement ranges (1 min)		support_data											
CDF_CHAR	3	1:[3]	F/T	OOOOO	psp_fld_l2_mag_sc_1min	label_SC			Labels for B in SC coordinates	Labels for B in SC coordinates		metadata											
CDF_INT4	1	1:[3]	F/T	OOOOO	psp_fld_l2_mag_sc_1min	component_index_SC			Numerical index for B components in SC coordinates	Numerical index for B components in SC coordinates		metadata											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc_1min	epoch_quality_flags	ns	1.0e-9&gt;s	epoch_quality_flags	Time for the FIELDS quality flag		support_data											
CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc_1min	psp_fld_l2_quality_flags			quality_flags	FIELDS quality flag		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc_4_sa_per_cyc	epoch_mag_SC_4_Sa_per_Cyc	ns	1.0e-9&gt;s	epoch_mag_SC_4_Sa_per_Cyc	Time in TT2000 for 4 samples per cycle cadence MAG waveform data		support_data											
CDF_REAL4	1	1:[3]	T/T	OOOOO	psp_fld_l2_mag_sc_4_sa_per_cyc	psp_fld_l2_mag_SC_4_Sa_per_Cyc	nT	1.0e-9&gt;T	MAG B_SC	Magnetic field in SC coordinates (4 samples per cycle cadence)		data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc_4_sa_per_cyc	epoch_mag_SC_zero	ns	1.0e-9&gt;s	epoch_mag_SC_1	Time in TT2000 for MAG zero data		support_data											
CDF_REAL4	1	2:[3,4]	T/TT	OOOOO	psp_fld_l2_mag_sc_4_sa_per_cyc	psp_fld_l2_mag_SC_zero			Magnetometer Sensor Zeros (1 min)	Magnetometer sensor zeros for each of 3 axes and 4 measurement ranges (1 min)		support_data											
CDF_CHAR	3	1:[3]	F/T	OOOOO	psp_fld_l2_mag_sc_4_sa_per_cyc	label_SC			Labels for B in SC coordinates	Labels for B in SC coordinates		metadata											
CDF_INT4	1	1:[3]	F/T	OOOOO	psp_fld_l2_mag_sc_4_sa_per_cyc	component_index_SC			Numerical index for B components in SC coordinates	Numerical index for B components in SC coordinates		metadata											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc_4_sa_per_cyc	epoch_quality_flags	ns	1.0e-9&gt;s	epoch_quality_flags	Time for the FIELDS quality flag		support_data											
CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc_4_sa_per_cyc	psp_fld_l2_quality_flags			quality_flags	FIELDS quality flag		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc	epoch_mag_SC	ns	1.0e-9&gt;s	epoch_mag_SC	Time in TT2000 for full cadence MAG waveform data		support_data											
CDF_REAL4	1	1:[3]	T/T	OOOOO	psp_fld_l2_mag_sc	psp_fld_l2_mag_SC	nT	1.0e-9&gt;T	MAG B_SC	Magnetic field in SC coordinates (full cadence)		data											
CDF_REAL8	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc	psp_fld_l2_mag_SC_MET	s		Mission Elapsed Time	Mission Elapsed Time		support_data											
CDF_INT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc	psp_fld_l2_mag_SC_range			Magnetometer Range	Magnetometer Range (see TEXT)		support_data											
CDF_INT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc	psp_fld_l2_mag_SC_mode			Magnetometer Mode	Magnetometer Mode		support_data											
CDF_INT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc	psp_fld_l2_mag_SC_rate			Magnetometer Rate	Magnetometer Rate		support_data											
CDF_INT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc	psp_fld_l2_mag_SC_packet_index			Magnetometer Packet Index	Magnetometer Packet Index		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc	epoch_mag_SC_zero	ns	1.0e-9&gt;s	epoch_mag_SC_1	Time in TT2000 for MAG zero data		support_data											
CDF_REAL4	1	2:[3,4]	T/TT	OOOOO	psp_fld_l2_mag_sc	psp_fld_l2_mag_SC_zero			Magnetometer Sensor Zeros (1 min)	Magnetometer sensor zeros for each of 3 axes and 4 measurement ranges (1 min)		support_data											
CDF_CHAR	3	1:[3]	F/T	OOOOO	psp_fld_l2_mag_sc	label_SC			Labels for B in SC coordinates	Labels for B in SC coordinates		metadata											
CDF_INT4	1	1:[3]	F/T	OOOOO	psp_fld_l2_mag_sc	component_index_SC			Numerical index for B components in SC coordinates	Numerical index for B components in SC coordinates		metadata											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc	epoch_quality_flags	ns	1.0e-9&gt;s	epoch_quality_flags	Time for the FIELDS quality flag		support_data											
CDF_UINT4	1	0:[]	T/	OOOOO	psp_fld_l2_mag_sc	psp_fld_l2_quality_flags			quality_flags	FIELDS quality flag		support_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	epoch_hfr_auto_averages_ch0_V1V2	ns	1.0e-9&gt;s	epoch_hfr_auto_averages_ch0_V1V2	Time for HFR Auto Spectra, Ch0: V1V2		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V2	V^2/Hz		psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V2	HFR Auto Spectra, Ch0: V1V2		data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_hfr	frequency_hfr_auto_averages_ch0_V1V2	Hz		frequency_hfr_auto_averages_ch0_V1V2	Frequencies for HFR Auto Spectra, Ch0: V1V2		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V2_gain			psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V2_gain	Gain flag for HFR Auto Spectra, Ch0: V1V2		data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V2_nsum			psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V2_nsum	N summed spectra for HFR Auto Spectra, Ch0: V1V2		data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V2_hl			psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V2_hl	Overrange flag for HFR Auto Spectra, Ch0: V1V2		data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	epoch_hfr_auto_averages_ch0_V1V3	ns	1.0e-9&gt;s	epoch_hfr_auto_averages_ch0_V1V3	Time for HFR Auto Spectra, Ch0: V1V3		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V3	V^2/Hz		psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V3	HFR Auto Spectra, Ch0: V1V3		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_hfr	frequency_hfr_auto_averages_ch0_V1V3	Hz		frequency_hfr_auto_averages_ch0_V1V3	Frequencies for HFR Auto Spectra, Ch0: V1V3		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V3_gain			psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V3_gain	Gain flag for HFR Auto Spectra, Ch0: V1V3		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V3_nsum			psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V3_nsum	N summed spectra for HFR Auto Spectra, Ch0: V1V3		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V3_hl			psp_fld_l2_rfs_hfr_auto_averages_ch0_V1V3_hl	Overrange flag for HFR Auto Spectra, Ch0: V1V3		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	epoch_hfr_auto_averages_ch0_V2V4	ns	1.0e-9&gt;s	epoch_hfr_auto_averages_ch0_V2V4	Time for HFR Auto Spectra, Ch0: V2V4		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V2V4	V^2/Hz		psp_fld_l2_rfs_hfr_auto_averages_ch0_V2V4	HFR Auto Spectra, Ch0: V2V4		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_hfr	frequency_hfr_auto_averages_ch0_V2V4	Hz		frequency_hfr_auto_averages_ch0_V2V4	Frequencies for HFR Auto Spectra, Ch0: V2V4		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V2V4_gain			psp_fld_l2_rfs_hfr_auto_averages_ch0_V2V4_gain	Gain flag for HFR Auto Spectra, Ch0: V2V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V2V4_nsum			psp_fld_l2_rfs_hfr_auto_averages_ch0_V2V4_nsum	N summed spectra for HFR Auto Spectra, Ch0: V2V4		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_V2V4_hl			psp_fld_l2_rfs_hfr_auto_averages_ch0_V2V4_hl	Overrange flag for HFR Auto Spectra, Ch0: V2V4		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	epoch_hfr_auto_averages_ch0_SCM	ns	1.0e-9&gt;s	epoch_hfr_auto_averages_ch0_SCM	Time for HFR Auto Spectra, Ch0: SCM		support_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_SCM	V^2/Hz		psp_fld_l2_rfs_hfr_auto_averages_ch0_SCM	HFR Auto Spectra, Ch0: SCM		ignore_data											
CDF_REAL4	1	1:[64]	T/T	OOOOO	psp_fld_l2_rfs_hfr	frequency_hfr_auto_averages_ch0_SCM	Hz		frequency_hfr_auto_averages_ch0_SCM	Frequencies for HFR Auto Spectra, Ch0: SCM		support_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_SCM_gain			psp_fld_l2_rfs_hfr_auto_averages_ch0_SCM_gain	Gain flag for HFR Auto Spectra, Ch0: SCM		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_SCM_nsum			psp_fld_l2_rfs_hfr_auto_averages_ch0_SCM_nsum	N summed spectra for HFR Auto Spectra, Ch0: SCM		ignore_data											
CDF_INT2	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	psp_fld_l2_rfs_hfr_auto_averages_ch0_SCM_hl			psp_fld_l2_rfs_hfr_auto_averages_ch0_SCM_hl	Overrange flag for HFR Auto Spectra, Ch0: SCM		ignore_data											
CDF_TT2000	1	0:[]	T/	OOOOO	psp_fld_l2_rfs_hfr	epoch_hfr_auto_averages_ch0_V1	ns	1.0e-9&gt;s	epoch_hfr_auto_averages_ch0_V1	Time for HFR Auto Spectra, Ch0: V1		support_data											
